country;site;species;ID;Ncensus;diameter;CE;repro;flo;unripefru;ripefru;fru
Congo;Pokola1;Entandrophragma_cylindricum;82;71;19.5;subcanopy;0;0;0;0;NA
Congo;Pokola1;Entandrophragma_cylindricum;83;71;68.6;canopy;1;1;0;0;NA
Congo;Pokola1;Entandrophragma_cylindricum;84;70;13.3;subcanopy;0;0;0;0;NA
Congo;Pokola1;Entandrophragma_cylindricum;85;71;42.9;canopy;0;0;0;0;NA
Congo;Pokola1;Entandrophragma_cylindricum;87;71;77.5;canopy;1;1;1;0;NA
Congo;Pokola1;Entandrophragma_cylindricum;88;71;54.9;subcanopy;1;0;1;0;NA
Congo;Pokola1;Entandrophragma_cylindricum;89;71;97.6;canopy;1;0;1;0;NA
Congo;Pokola1;Entandrophragma_cylindricum;9;71;54.5;canopy;1;1;0;0;NA
Congo;Pokola1;Entandrophragma_cylindricum;91;70;77.2;canopy;0;0;0;0;NA
Congo;Pokola1;Entandrophragma_cylindricum;92;56;41.9;subcanopy;0;0;0;0;NA
Congo;Pokola1;Entandrophragma_cylindricum;93;71;44.1;canopy;1;1;1;0;NA
Congo;Pokola1;Entandrophragma_cylindricum;94;71;84.6;canopy;1;0;1;1;NA
Congo;Pokola1;Entandrophragma_cylindricum;95;71;23.9;subcanopy;0;0;0;0;NA
Congo;Pokola1;Entandrophragma_cylindricum;96;71;61.2;canopy;0;0;0;0;NA
Congo;Pokola1;Entandrophragma_cylindricum;97;71;52.7;subcanopy;0;0;0;0;NA
Congo;Pokola1;Entandrophragma_cylindricum;98;71;16.6;subcanopy;0;0;0;0;NA
Congo;Pokola1;Entandrophragma_cylindricum;99;71;81.4;canopy;0;0;0;0;NA
CentralAfricanRepublic;MBaïki;Eribroma_oblongum;1-1-1-79;57;32;NA;0;0;NA;NA;0
CentralAfricanRepublic;MBaïki;Eribroma_oblongum;1-1-3-628;57;51;NA;1;0;NA;NA;1
CentralAfricanRepublic;MBaïki;Eribroma_oblongum;1-1-4-565;57;43;NA;1;1;NA;NA;1
CentralAfricanRepublic;MBaïki;Eribroma_oblongum;1-2-3-495;57;34;NA;0;0;NA;NA;0
CentralAfricanRepublic;MBaïki;Eribroma_oblongum;1-2-3-521;57;25;NA;0;0;NA;NA;0
CentralAfricanRepublic;MBaïki;Eribroma_oblongum;1-2-4-264;57;43;NA;1;1;NA;NA;1
CentralAfricanRepublic;MBaïki;Eribroma_oblongum;1-3-1-163;57;24;NA;0;0;NA;NA;0
CentralAfricanRepublic;MBaïki;Eribroma_oblongum;1-3-3-235;57;34;NA;0;0;NA;NA;0
CentralAfricanRepublic;MBaïki;Eribroma_oblongum;1-3-3-348;57;45;NA;0;0;NA;NA;0
CentralAfricanRepublic;MBaïki;Eribroma_oblongum;1-4-1-185;57;76;NA;1;1;NA;NA;1
CentralAfricanRepublic;MBaïki;Eribroma_oblongum;1-4-2-587;57;32;NA;0;0;NA;NA;0
CentralAfricanRepublic;MBaïki;Eribroma_oblongum;1-4-3-262;57;56;NA;1;1;NA;NA;1
CentralAfricanRepublic;MBaïki;Eribroma_oblongum;1-4-3-425;57;53;NA;1;1;NA;NA;1
CentralAfricanRepublic;MBaïki;Eribroma_oblongum;1-5-3-112;57;29;NA;0;0;NA;NA;0
CentralAfricanRepublic;MBaïki;Eribroma_oblongum;1-5-3-292;57;41;NA;1;1;NA;NA;1
CentralAfricanRepublic;MBaïki;Eribroma_oblongum;1-5-3-688;57;30;NA;0;0;NA;NA;0
CentralAfricanRepublic;MBaïki;Eribroma_oblongum;1-5-4-432;57;89;NA;1;1;NA;NA;1
CentralAfricanRepublic;MBaïki;Eribroma_oblongum;1-6-1-119;57;74;NA;1;1;NA;NA;1
CentralAfricanRepublic;MBaïki;Eribroma_oblongum;1-6-1-170;57;74;NA;1;1;NA;NA;1
CentralAfricanRepublic;MBaïki;Eribroma_oblongum;1-6-4-192;57;18;NA;1;0;NA;NA;1
Congo;Pokola1;Eribroma_oblongum;10;54;35.3;subcanopy;1;1;1;0;NA
Congo;Pokola1;Eribroma_oblongum;11;71;38.6;subcanopy;1;1;0;0;NA
Congo;Pokola1;Eribroma_oblongum;12;71;45.3;canopy;1;1;1;1;NA
Congo;Pokola1;Eribroma_oblongum;13;71;43.8;subcanopy;1;1;1;1;NA
Congo;Pokola1;Eribroma_oblongum;14;71;31.5;emergent;1;0;0;1;NA
Congo;Pokola1;Eribroma_oblongum;15;71;52;canopy;1;1;1;1;NA
Congo;Pokola1;Eribroma_oblongum;16;71;28.1;subcanopy;1;0;0;1;NA
Congo;Pokola1;Eribroma_oblongum;17;71;23.8;subcanopy;0;0;0;0;NA
Congo;Pokola1;Eribroma_oblongum;18;71;31.3;canopy;1;1;0;0;NA
Congo;Pokola1;Eribroma_oblongum;19;71;61.4;canopy;1;1;1;1;NA
Congo;Pokola1;Eribroma_oblongum;20;71;50;subcanopy;1;1;1;1;NA
Congo;Pokola1;Eribroma_oblongum;21;71;52.4;canopy;1;1;1;1;NA
Congo;Pokola1;Eribroma_oblongum;22;71;48.3;canopy;1;1;1;1;NA
Congo;Pokola1;Eribroma_oblongum;23;71;21.5;subcanopy;0;0;0;0;NA
Congo;Pokola1;Eribroma_oblongum;24;71;20.2;subcanopy;0;0;0;0;NA
Congo;Pokola1;Eribroma_oblongum;25;70;63;emergent;1;1;1;1;NA
Congo;Pokola1;Eribroma_oblongum;26;68;16.8;subcanopy;0;0;0;0;NA
Congo;Pokola1;Eribroma_oblongum;27;70;46;emergent;1;0;1;1;NA
Congo;Pokola1;Eribroma_oblongum;28;71;56.4;emergent;1;1;0;1;NA
Congo;Pokola1;Eribroma_oblongum;29;71;15.1;subcanopy;0;0;0;0;NA
Congo;Pokola1;Eribroma_oblongum;30;71;31.9;subcanopy;0;0;0;0;NA
Congo;Pokola1;Eribroma_oblongum;31;70;64.4;subcanopy;1;1;1;1;NA
Congo;Pokola1;Eribroma_oblongum;32;71;15.8;subcanopy;1;0;0;1;NA
Congo;Pokola1;Eribroma_oblongum;33;58;32.9;subcanopy;0;0;0;0;NA
Congo;Pokola1;Eribroma_oblongum;35;71;68.6;emergent;1;1;1;1;NA
Congo;Pokola1;Eribroma_oblongum;36;71;18.4;subcanopy;0;0;0;0;NA
Congo;Pokola1;Eribroma_oblongum;37;71;13.3;subcanopy;0;0;0;0;NA
Congo;Pokola1;Eribroma_oblongum;38;69;32.9;subcanopy;0;0;0;0;NA
Congo;Pokola1;Eribroma_oblongum;39;71;64;canopy;1;1;0;1;NA
Congo;Pokola1;Eribroma_oblongum;40;71;68;emergent;1;1;1;1;NA
Congo;Pokola1;Eribroma_oblongum;41;71;67.9;subcanopy;1;1;1;0;NA
Congo;Pokola1;Eribroma_oblongum;42;46;21.7;subcanopy;0;0;0;0;NA
Congo;Pokola1;Eribroma_oblongum;44;71;47.5;canopy;1;1;1;1;NA
Congo;Pokola1;Eribroma_oblongum;45;71;73.6;canopy;1;1;1;1;NA
Congo;Pokola1;Eribroma_oblongum;46;71;33.4;subcanopy;0;0;0;0;NA
Congo;Pokola1;Eribroma_oblongum;47;71;13.6;subcanopy;0;0;0;0;NA
Congo;Pokola1;Eribroma_oblongum;48;71;39.7;subcanopy;1;1;1;1;NA
Congo;Pokola1;Eribroma_oblongum;49;71;16.1;subcanopy;0;0;0;0;NA
Congo;Pokola1;Eribroma_oblongum;50;71;19.5;subcanopy;1;0;0;1;NA
Congo;Pokola1;Eribroma_oblongum;51;71;59.1;emergent;1;1;1;1;NA
Congo;Pokola1;Eribroma_oblongum;52;71;79;canopy;1;1;1;1;NA
Congo;Pokola1;Eribroma_oblongum;53;71;91.9;emergent;1;1;1;1;NA
Congo;Pokola1;Eribroma_oblongum;54;70;43;subcanopy;1;1;0;1;NA
Congo;Pokola1;Eribroma_oblongum;55;71;60.4;subcanopy;1;1;1;1;NA
Congo;Pokola1;Eribroma_oblongum;57;71;14.7;canopy;1;0;0;1;NA
Congo;Pokola1;Eribroma_oblongum;58;71;42.8;subcanopy;1;0;0;1;NA
Congo;Pokola1;Eribroma_oblongum;59;71;41.2;canopy;1;1;1;1;NA
Congo;Pokola1;Eribroma_oblongum;6;71;57.5;canopy;1;1;1;1;NA
Congo;Pokola1;Eribroma_oblongum;60;71;37.9;emergent;1;1;1;1;NA
Congo;Pokola1;Eribroma_oblongum;61;71;18.3;subcanopy;0;0;0;0;NA
Congo;Pokola1;Eribroma_oblongum;62;71;48.9;canopy;1;1;1;1;NA
Congo;Pokola1;Eribroma_oblongum;63;71;62.8;canopy;1;1;1;1;NA
Congo;Pokola1;Eribroma_oblongum;64;71;55.2;emergent;1;1;1;1;NA
Congo;Pokola1;Eribroma_oblongum;65;71;58.2;subcanopy;1;1;1;1;NA
Congo;Pokola1;Eribroma_oblongum;66;70;19.4;subcanopy;0;0;0;0;NA
Congo;Pokola1;Eribroma_oblongum;67;71;66.2;canopy;1;1;1;1;NA
Congo;Pokola1;Eribroma_oblongum;68;45;24.3;subcanopy;0;0;0;0;NA
Congo;Pokola1;Eribroma_oblongum;69;71;55.8;canopy;1;0;1;1;NA
Congo;Pokola1;Eribroma_oblongum;7;71;48.7;subcanopy;1;1;1;1;NA
Congo;Pokola1;Eribroma_oblongum;70;71;26.9;subcanopy;0;0;0;0;NA
Congo;Pokola1;Eribroma_oblongum;71;71;13.6;subcanopy;0;0;0;0;NA
Congo;Pokola1;Eribroma_oblongum;72;71;51.6;subcanopy;1;1;1;1;NA
Congo;Pokola1;Eribroma_oblongum;73;71;40.1;emergent;1;1;1;1;NA
Congo;Pokola1;Eribroma_oblongum;74;71;21.1;subcanopy;0;0;0;0;NA
Congo;Pokola1;Eribroma_oblongum;75;71;26.3;subcanopy;1;0;0;1;NA
Congo;Pokola1;Eribroma_oblongum;76;71;45.1;emergent;1;1;1;1;NA
Congo;Pokola1;Eribroma_oblongum;77;71;50.2;canopy;1;1;1;0;NA
Congo;Pokola1;Eribroma_oblongum;78;71;19.4;subcanopy;0;0;0;0;NA
Congo;Pokola1;Eribroma_oblongum;79;71;37.9;subcanopy;1;1;1;1;NA
Congo;Pokola1;Eribroma_oblongum;8;71;63.6;canopy;1;0;1;0;NA
Congo;Pokola1;Eribroma_oblongum;80;70;49.8;subcanopy;1;1;1;1;NA
Congo;Pokola1;Eribroma_oblongum;81;30;77.2;subcanopy;0;0;0;0;NA
Congo;Pokola1;Eribroma_oblongum;9;71;40.5;canopy;0;0;0;0;NA
CentralAfricanRepublic;MBaïki;Erythrophleum_suaveolens;1-1-1-46;57;41;NA;0;0;NA;NA;0
CentralAfricanRepublic;MBaïki;Erythrophleum_suaveolens;1-1-2-502;57;40;NA;1;1;NA;NA;1
CentralAfricanRepublic;MBaïki;Erythrophleum_suaveolens;1-1-3-129;57;28;NA;0;0;NA;NA;0
CentralAfricanRepublic;MBaïki;Erythrophleum_suaveolens;1-1-4-238;57;26;NA;1;1;NA;NA;1
CentralAfricanRepublic;MBaïki;Erythrophleum_suaveolens;1-2-2-392;57;69;NA;1;1;NA;NA;1
CentralAfricanRepublic;MBaïki;Erythrophleum_suaveolens;1-2-4-503;57;37;NA;1;0;NA;NA;1
CentralAfricanRepublic;MBaïki;Erythrophleum_suaveolens;1-3-2-628;57;103;NA;0;0;NA;NA;0
CentralAfricanRepublic;MBaïki;Erythrophleum_suaveolens;1-3-3-404;57;53;NA;0;0;NA;NA;0
CentralAfricanRepublic;MBaïki;Erythrophleum_suaveolens;1-3-4-195;57;130;NA;1;0;NA;NA;1
CentralAfricanRepublic;MBaïki;Erythrophleum_suaveolens;1-3-4-79;57;55;NA;1;0;NA;NA;1
CentralAfricanRepublic;MBaïki;Erythrophleum_suaveolens;1-4-1-5;57;29;NA;0;0;NA;NA;0
CentralAfricanRepublic;MBaïki;Erythrophleum_suaveolens;1-4-3-256;57;87;NA;1;0;NA;NA;1
CentralAfricanRepublic;MBaïki;Erythrophleum_suaveolens;1-5-4-300;57;55;NA;1;1;NA;NA;1
CentralAfricanRepublic;MBaïki;Erythrophleum_suaveolens;1-5-4-361;57;80;NA;0;0;NA;NA;0
CentralAfricanRepublic;MBaïki;Erythrophleum_suaveolens;1-5-4-632;57;36;NA;0;0;NA;NA;0
CentralAfricanRepublic;MBaïki;Erythrophleum_suaveolens;1-6-3-543;57;82;NA;1;0;NA;NA;1
CentralAfricanRepublic;MBaïki;Erythrophleum_suaveolens;1-6-3-581;57;94;NA;1;0;NA;NA;1
Cameroon;Mbang1;Erythrophleum_suaveolens;1;45;58.3;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;10;45;71.4;canopy;1;1;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;100;44;64.5;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;101;44;49.2;subcanopy;1;1;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;102;44;72.7;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;103;21;80.6;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;104;44;48.6;subcanopy;1;0;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;105;44;71.3;subcanopy;1;1;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;106;44;51.1;canopy;1;0;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;107;44;78.6;emergent;1;0;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;108;44;58.3;subcanopy;1;0;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;109;20;18.4;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;11;44;56.3;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;110;44;23.7;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;111;21;78.7;emergent;1;0;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;112;44;59.4;canopy;1;1;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;113;44;54.3;canopy;1;0;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;114;44;45.1;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;115;21;88.9;emergent;1;0;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;116;44;44.5;subcanopy;1;0;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;117;21;80.6;canopy;1;1;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;118;44;80;subcanopy;1;1;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;119;32;42.7;canopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;12;45;31.7;emergent;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;120;20;84.5;emergent;1;1;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;121;44;18;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;122;44;88.5;emergent;1;1;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;123;44;34;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;124;44;29;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;125;44;35.9;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;126;21;86.8;emergent;1;0;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;127;44;42.7;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;128;44;29.1;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;129;21;85.5;subcanopy;1;0;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;13;45;75.1;subcanopy;1;1;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;130;44;48.6;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;131;43;37.6;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;132;21;86.8;subcanopy;1;0;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;133;21;80.3;emergent;1;1;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;134;21;81.1;canopy;1;1;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;135;44;46.6;canopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;136;44;47;canopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;137;44;80;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;138;44;18;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;139;45;31;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;14;45;30.5;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;140;23;87.9;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;141;45;92.3;canopy;1;1;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;142;23;81.2;canopy;1;1;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;15;44;60.2;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;16;22;76.5;subcanopy;1;0;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;17;44;35.5;canopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;18;44;55;canopy;1;1;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;19;44;64.3;canopy;1;1;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;2;45;67.6;subcanopy;1;1;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;20;45;71.5;subcanopy;1;1;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;21;45;51.7;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;22;22;38.4;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;23;45;26;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;24;45;19.5;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;25;45;65.6;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;26;45;75.4;canopy;1;1;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;27;45;30.5;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;28;45;46.9;canopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;29;23;93.4;canopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;3;45;87;canopy;1;1;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;30;23;98.5;canopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;31;23;70.1;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;32;23;87;subcanopy;1;0;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;33;45;58.6;canopy;1;1;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;34;45;76;emergent;1;1;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;35;23;93;emergent;1;0;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;36;45;68.6;emergent;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;38;45;77.2;subcanopy;1;1;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;39;23;57.7;canopy;1;0;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;4;45;55.6;canopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;40;45;69.9;subcanopy;1;1;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;41;20;86.3;canopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;42;22;114.6;canopy;1;0;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;43;43;60.8;emergent;1;1;1;1;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;44;44;50.8;emergent;1;0;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;45;44;43.4;subcanopy;1;0;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;46;44;44.5;subcanopy;1;1;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;47;43;72.1;emergent;1;0;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;48;44;42.5;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;49;21;74.5;emergent;1;1;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;5;23;85.7;emergent;1;0;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;50;44;62.2;canopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;51;44;63.5;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;52;44;58;subcanopy;1;1;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;53;21;79.6;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;54;44;65.7;emergent;1;0;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;55;44;68.9;emergent;1;1;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;56;22;77.1;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;57;44;49.2;subcanopy;1;1;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;58;43;30;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;59;45;62;subcanopy;1;1;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;6;24;94;canopy;1;1;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;60;45;74.8;emergent;1;1;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;61;45;36.5;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;62;22;45.5;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;63;45;39.4;subcanopy;1;1;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;64;45;61;canopy;1;1;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;65;45;70.2;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;66;45;58.8;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;67;45;21.1;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;68;45;56.5;canopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;69;44;53;canopy;1;1;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;7;22;82.9;emergent;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;70;44;67;canopy;1;1;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;71;21;96.6;emergent;1;0;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;72;44;44.6;subcanopy;1;0;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;73;44;60.5;canopy;1;1;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;74;44;34.1;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;75;44;27.3;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;76;37;36.7;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;77;22;69.9;subcanopy;1;0;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;78;45;69.3;canopy;1;1;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;79;45;36.6;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;8;22;35.4;subcanopy;1;1;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;80;23;83.7;canopy;1;0;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;81;45;63.7;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;82;43;44.5;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;83;45;35.7;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;84;45;62.6;subcanopy;1;1;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;85;43;21.1;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;86;45;59.2;subcanopy;1;1;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;87;45;67.3;subcanopy;1;1;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;88;45;61.5;emergent;1;1;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;89;45;62.2;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;9;45;35.4;canopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;90;45;78.2;subcanopy;1;1;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;91;45;24.2;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;92;44;26.9;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;93;44;35.5;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;94;44;24;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;95;44;54.2;subcanopy;1;1;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;96;44;42.9;subcanopy;0;0;0;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;97;44;65.2;emergent;1;0;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;98;44;55.7;subcanopy;1;1;1;0;NA
Cameroon;Mbang1;Erythrophleum_suaveolens;99;44;69.6;subcanopy;0;0;0;0;NA
Cameroon;Mbang2;Erythrophleum_suaveolens;1;68;72.8;canopy;1;1;0;0;NA
Cameroon;Mbang2;Erythrophleum_suaveolens;10;65;77.8;canopy;1;1;0;0;NA
Cameroon;Mbang2;Erythrophleum_suaveolens;11;65;80.6;canopy;0;0;0;0;NA
Cameroon;Mbang2;Erythrophleum_suaveolens;12;68;39.6;subcanopy;0;0;0;0;NA
Cameroon;Mbang2;Erythrophleum_suaveolens;13;68;13.1;subcanopy;0;0;0;0;NA
Cameroon;Mbang2;Erythrophleum_suaveolens;14;67;57.5;canopy;0;0;0;0;NA
Cameroon;Mbang2;Erythrophleum_suaveolens;15;21;61.4;subcanopy;0;0;0;0;NA
Cameroon;Mbang2;Erythrophleum_suaveolens;16;67;46.9;subcanopy;1;1;0;0;NA
Cameroon;Mbang2;Erythrophleum_suaveolens;17;65;23.7;subcanopy;0;0;0;0;NA
Cameroon;Mbang2;Erythrophleum_suaveolens;18;67;61.1;subcanopy;1;1;0;0;NA
Cameroon;Mbang2;Erythrophleum_suaveolens;19;67;61;subcanopy;1;1;0;0;NA
Cameroon;Mbang2;Erythrophleum_suaveolens;2;68;66.7;subcanopy;0;0;0;0;NA
Cameroon;Mbang2;Erythrophleum_suaveolens;20;67;49.2;subcanopy;0;0;0;0;NA
Cameroon;Mbang2;Erythrophleum_suaveolens;21;68;82;emergent;1;1;0;0;NA
