"dist_geo","pixel_num_1","pixel_num_2","pixel_1_ID","pixel_2_ID","combined","summary_pairwise","ID","type","p1","p2","region1","region2","region_pair","log_dist","Gst_standard"
"178",413603.334917815,13,17,"3897","4410","3897_4410",0.0445,"Gst_3897_4410","Gst","3897",4410,"M","E","ME",12.9326626652914,0.0465724751439037
"179",495526.694625453,13,18,"3897","4513","3897_4513",0.044,"Gst_3897_4513","Gst","3897",4513,"M","E","ME",13.113376505419,0.0460251046025105
"180",749223.114116387,13,19,"3897","4821","3897_4821",0.0479,"Gst_3897_4821","Gst","3897",4821,"M","E","ME",13.5267921008065,0.0503098414032139
"181",918601.301717265,13,20,"3897","5026","3897_5026",0.0445,"Gst_3897_5026","Gst","3897",5026,"M","E","ME",13.7306074679393,0.0465724751439037
"182",856579.854848598,13,21,"3897","5028","3897_5028",0.0318,"Gst_3897_5028","Gst","3897",5028,"M","E","ME",13.6607028263158,0.032844453625284
"183",286917.218171289,14,15,"3898","4202","3898_4202",0.0492,"Gst_3898_4202","Gst","3898",4202,"M","E","ME",12.5669490147078,0.0517458981909971
"184",381503.984722785,14,16,"3898","4409","3898_4409",0.0477,"Gst_3898_4409","Gst","3898",4409,"M","E","ME",12.8518765745349,0.0500892575868949
"185",354131.770378147,14,17,"3898","4410","3898_4410",0.049,"Gst_3898_4410","Gst","3898",4410,"M","E","ME",12.7774243555611,0.0515247108307045
"186",436918.690623086,14,18,"3898","4513","3898_4513",0.0494,"Gst_3898_4513","Gst","3898",4513,"M","E","ME",12.9875023941185,0.0519671786240269
"187",693378.537263459,14,19,"3898","4821","3898_4821",0.0589,"Gst_3898_4821","Gst","3898",4821,"M","E","ME",13.4493313588602,0.0625863351397301
"188",860644.002116452,14,20,"3898","5026","3898_5026",0.0459,"Gst_3898_5026","Gst","3898",5026,"M","E","ME",13.6654362276595,0.0481081647626035
"189",800595.478381969,14,21,"3898","5028","3898_5028",0.026,"Gst_3898_5028","Gst","3898",5028,"M","E","ME",13.593111077738,0.026694045174538
"190",107043.385796626,15,16,"4202","4409","4202_4409",0.0403,"Gst_4202_4409","Gst","4202",4409,"E","E","E",11.5809895059962,0.0419922892570595
"191",81912.4523259402,15,17,"4202","4410","4202_4410",0.0392,"Gst_4202_4410","Gst","4202",4410,"E","E","E",11.3134063013356,0.0407993338884263
"192",161725.656026815,15,18,"4202","4513","4202_4513",0.0363,"Gst_4202_4513","Gst","4202",4513,"E","E","E",11.9936566973381,0.0376673238559718
"193",420953.240765103,15,19,"4202","4821","4202_4821",0.0394,"Gst_4202_4821","Gst","4202",4821,"E","E","E",12.9502770394299,0.0410160316468874
"194",580347.890580816,15,20,"4202","5026","4202_5026",0.0419,"Gst_4202_5026","Gst","4202",5026,"E","E","E",13.2713830140539,0.0437323870159691
"195",526203.34973165,15,21,"4202","5028","4202_5028",0.02,"Gst_4202_5028","Gst","4202",5028,"E","E","E",13.1734430134587,0.0204081632653061
"196",27424.8659736248,16,17,"4409","4410","4409_4410",0.0364,"Gst_4409_4410","Gst","4409",4410,"E","E","E",10.2192053981169,0.0377750103777501
"197",55974.233418901,16,18,"4409","4513","4409_4513",0.0383,"Gst_4409_4513","Gst","4409",4513,"E","E","E",10.9326467463111,0.0398253093480295
"198",315638.781434903,16,19,"4409","4821","4409_4821",0.0412,"Gst_4409_4821","Gst","4409",4821,"E","E","E",12.6623537420107,0.0429703796412182
"199",479347.169721931,16,20,"4409","5026","4409_5026",0.0401,"Gst_4409_5026","Gst","4409",5026,"E","E","E",13.0801803940795,0.0417751849150953
"200",421845.772925922,16,21,"4409","5028","4409_5028",0.0258,"Gst_4409_5028","Gst","4409",5028,"E","E","E",12.9523950592186,0.0264832683227263
"201",83321.5840955491,17,18,"4410","4513","4410_4513",0.0386,"Gst_4410_4513","Gst","4410",4513,"E","E","E",11.3304629073827,0.0401497815685459
"202",342783.730893505,17,19,"4410","4821","4410_4821",0.0391,"Gst_4410_4821","Gst","4410",4821,"E","E","E",12.744855005109,0.0406910188365074
"203",506768.886884356,17,20,"4410","5026","4410_5026",0.042,"Gst_4410_5026","Gst","4410",5026,"E","E","E",13.1358103342351,0.0438413361169102
"204",449125.928715429,17,21,"4410","5028","4410_5028",0.0247,"Gst_4410_5028","Gst","4410",5028,"E","E","E",13.0150585922465,0.0253255408592228
"205",259776.059353807,18,19,"4513","4821","4513_4821",0.0395,"Gst_4513_4821","Gst","4513",4821,"E","E","E",12.4675752286793,0.0411244143675169
"206",423737.618213146,18,20,"4513","5026","4513_5026",0.0367,"Gst_4513_5026","Gst","4513",5026,"E","E","E",12.9568697176939,0.0380982040901069
"207",365878.10595496,18,21,"4513","5028","4513_5028",0.0195,"Gst_4513_5028","Gst","4513",5028,"E","E","E",12.8100555130732,0.0198878123406425
"208",175747.323542942,19,20,"4821","5026","4821_5026",0.0343,"Gst_4821_5026","Gst","4821",5026,"E","E","E",12.0768025807828,0.0355182768975872
"209",107358.537708747,19,21,"4821","5028","4821_5028",0.0216,"Gst_4821_5028","Gst","4821",5028,"E","E","E",11.5839293316652,0.0220768601798855
"210",79305.4840980453,20,21,"5026","5028","5026_5028",0.0277,"Gst_5026_5028","Gst","5026",5028,"E","E","E",11.2810625615753,0.0284891494394734
